id_cantitate,cantitate
1||2044512||1||1,4
1||2044530||1||3,1
1||2044530||2||3,-1
1||2044537||1||1,1
1||2044558||1||1,1
1||2044558||2||1,-1
1||2044562||1||1,1
1||2044568||1||3,1
1||2044572||1||1,2
1||2044572||1||2,2
1||2044572||1||3,2
1||2044573||1||1,1
1||2044574||1||1,1
1||2044581||1||1,2
1||2044581||1||2,20
1||2044581||1||3,1
1||2044581||1||4,1
1||2044584||1||1,5
1||2044592||1||1,7
1||2044596||1||1,1
1||2044602||1||1,1
1||2044604||1||1,1
1||2044605||1||1,1
1||2044615||1||3,1
1||2044615||1||4,1
1||2044615||2||5,1
1||2044616||1||1,2
1||2044616||1||2,2
1||2044616||1||3,2
1||2044616||1||4,2
1||2044616||1||5,2
1||2044616||1||6,2
1||2044619||1||1,9
1||2044619||1||2,4
1||2044619||1||3,16
1||2044623||1||1,1
1||2044623||1||2,1
1||2044623||2||2,-1
1||2044647||1||1,1
1||2044649||1||1,1
1||2044662||1||1,1
1||2044684||1||1,5
1||2044684||1||2,5
1||2044689||1||1,1
1||2044689||1||2,1
1||2044697||1||1,3
1||2044703||1||2,1
1||2044703||2||1,1
1||2044712||1||1,1
1||2044717||1||1,1
1||2044717||1||2,1
1||2044717||1||3,1
1||2044720||1||1,10
1||2044731||1||1,1
1||2044738||1||1,1
1||2044738||1||2,1
1||2044744||1||1,1
1||2044746||1||1,1
1||2044747||1||2,1
1||2044751||1||1,3
1||2044751||1||2,1
1||2044751||1||3,1
1||2044751||1||4,1
1||2044751||1||5,1
1||2044751||1||7,2
1||2044751||1||8,2
1||2044751||1||9,2
1||2044751||1||10,2
1||2044751||1||11,1
1||2044751||1||12,1
1||2044751||2||15,2
1||2044751||2||16,2
1||2044751||2||17,1
1||2044754||1||1,2
1||2044754||1||2,2
1||2044754||1||3,4
1||2044761||1||1,1
1||2044761||1||2,1
1||2044761||1||3,10
1||2044766||1||1,2
1||2044769||1||1,2
1||2044769||1||2,1
1||2044769||1||3,-1
1||2044782||1||1,4
1||2044782||1||2,4
1||2044783||1||1,1
1||2044785||1||2,2
1||2044785||2||2,-2
1||2044787||1||1,1
1||2044787||1||2,1
1||2044787||1||3,1
1||2044787||2||1,2
1||2044787||2||2,3
1||2044790||1||1,10
1||2044790||2||1,-4
1||2044797||1||1,1
1||2044801||1||1,1
1||2044801||1||3,1
1||2044806||1||2,6
1||2044829||1||1,2
1||2044829||1||2,1
1||2044830||1||1,1
1||2044830||1||2,1
1||2044838||1||1,1
1||2044838||1||2,1
1||2044840||1||1,2
1||2044846||1||1,2
1||2044860||1||1,1
1||2044870||1||1,2
1||2044879||1||1,8
1||2044879||1||2,6
1||2044880||1||2,2
1||2044880||1||3,1
1||2044888||1||1,2
1||2044888||2||3,1
1||2044889||1||3,30
1||2044889||2||1,20
1||2044889||2||2,20
1||2044902||1||1,2
1||2044902||1||2,1
1||2044902||1||3,2
1||2044904||1||1,2
1||2044912||1||1,120
1||2044919||1||1,1
1||2044928||1||1,2
1||2044933||1||2,1
1||2044939||1||1,1
1||2044942||1||1,3
1||2044942||2||1,3
1||2044942||3||1,3
1||2044942||4||1,3
1||2044942||5||1,-1
1||2044955||1||1,1
1||2044956||1||1,1
1||2044956||3||1,-1
1||2044958||1||1,2
1||2044958||1||2,1
1||2044960||1||1,1
1||2044964||1||1,38
1||2044967||1||1,4
1||2044967||1||2,1
1||2044967||1||3,6
1||2044971||1||1,1
1||2044972||1||1,1
1||2044972||1||2,1
1||2044972||1||3,1
1||2044984||1||4,1
1||2044984||1||5,1
1||2045011||1||1,1
1||2045016||1||1,1
1||2045022||1||3,1
1||2045022||1||4,1
1||2045022||1||5,2
1||2045022||1||7,1
1||2045022||1||8,1
1||2045022||2||1,1
1||2045022||2||6,1
1||2045022||3||1,1
1||2045022||4||9,1
1||2045030||1||1,3
1||2045030||1||2,9
1||2045031||1||1,1
1||2045031||1||2,1
1||2045044||1||3,1
1||2045044||1||4,1
1||2045044||1||6,1
1||2045044||1||7,1
1||2045044||2||6,-1
1||2045044||2||7,-1
1||2045044||3||4,-1
1||2045058||1||4,1
1||2045060||1||1,3
1||2045060||1||2,2.61
1||2045060||1||3,1
1||2045060||1||4,-1
1||2045060||1||5,3
1||2045060||1||6,1
1||2045060||1||8,1
1||2045060||1||9,1
1||2045060||1||10,1
1||2045060||1||11,10
1||2045060||1||12,10
1||2045060||1||13,2
1||2045060||1||15,1
1||2045060||2||13,5
1||2045068||1||1,1
1||2045088||1||1,1
1||2045093||1||1,9
1||2045103||1||1,10
1||2045103||1||2,10
1||2045103||1||4,10
1||2045111||1||1,1
1||2045111||2||2,1
1||2045112||1||1,1
1||2045115||1||1,1
1||2045123||1||2,1
1||2045126||1||1,1
1||2045126||1||2,1
1||2045131||1||1,2
1||2045131||1||2,4
1||2045131||1||3,4
1||2045149||1||1,1
1||2045153||1||1,3
1||2045163||1||1,1
1||2045166||1||1,1
1||2045174||1||1,1
1||2045189||1||1,1
1||2045201||1||1,1
1||2045201||1||2,1
1||2045204||1||1,1
1||2045204||1||2,1
1||2045204||1||3,1
1||2045207||1||1,24
1||2045207||1||2,36
1||2045207||1||3,48
1||2045207||2||4,12
1||2045207||3||4,11
1||2045207||3||5,1
1||2045208||1||2,2
1||2045213||1||1,1
1||2045213||1||2,4
1||2045214||1||1,15
1||2045215||1||1,1
1||2045215||1||2,1
1||2045215||2||5,1
1||2045215||2||6,1
1||2045215||3||2,-1
1||2045224||1||1,1
1||2045247||1||1,2
1||2045255||1||1,1
1||2045259||1||2,2
1||2045264||1||1,1
1||2045267||1||1,2
1||2045267||1||2,1
1||2045267||1||3,1
1||2045279||1||1,1
1||2045279||1||2,2
1||2045288||1||6,1
1||2045288||2||1,1
1||2045288||2||3,1
1||2045288||2||5,1
1||2045292||1||1,3
1||2045292||1||2,2
1||2045305||1||1,1
1||2045310||1||1,4
1||2045310||1||2,10
1||2045310||2||1,1
1||2045313||1||1,1
1||2045315||1||1,1
1||2045332||1||1,1
1||2045335||1||1,2
1||2045346||1||1,20
1||2045346||1||2,20
1||2045352||1||1,4
1||2045352||1||2,4
1||2045353||1||1,1
1||2045353||1||2,1
1||2045353||1||3,1
1||2045353||1||5,1
1||2045353||1||6,1
1||2045368||1||1,4
1||2045369||1||1,1
1||2045371||1||1,14
1||2045374||1||1,2
1||2045375||1||1,2
1||2045375||1||2,3
1||2045377||1||1,2
1||2045377||1||2,2
1||2045379||1||1,1
1||2045379||2||1,-1
1||2045382||1||2,1
1||2045384||1||1,4
1||2045391||1||1,1
1||2045394||1||1,1
1||2045405||1||3,2
1||2045405||1||4,2
1||2045405||2||4,-1
1||2045409||1||1,4
1||2045409||1||2,4
1||2045415||1||1,1
1||2045415||1||2,1
1||2045415||2||2,-1
1||2045426||1||1,1
1||2045426||1||2,1
1||2045426||2||2,-1
1||2045444||1||1,1
1||2045450||1||1,1
1||2045450||1||2,1
1||2045454||1||1,1
1||2045458||1||1,2
1||2045475||1||4,1
1||2045482||1||1,1
1||2045482||1||2,1
1||2045483||1||1,2
1||2045483||1||2,2
1||2045486||1||1,2
1||2045492||1||1,20
1||2045496||1||1,20
1||2045500||1||1,2
1||2045500||1||2,1
1||2045501||1||1,1
1||2045508||1||1,2
1||2045519||1||1,4
1||2045519||1||2,3
1||2045519||1||3,1
1||2045519||1||4,18
1||2045519||1||5,1
1||2045519||1||6,1
1||2045519||1||7,5
1||2045519||1||8,1
1||2045519||1||9,1
1||2045519||1||10,2
1||2045519||1||11,1
1||2045519||1||12,0.85
1||2045519||1||13,1
1||2045519||1||14,3
1||2045519||1||15,2
1||2045526||1||1,1
1||2045526||1||2,2
1||2045529||1||1,1
1||2045532||1||1,1
1||2045532||1||2,1
1||2045532||1||3,1
1||2045532||1||4,2
1||2045532||1||5,2
1||2045532||1||6,10
1||2045532||1||7,1
1||2045552||1||1,2
1||2045576||1||1,1
1||2045576||1||2,18
1||2045578||1||1,6
1||2045578||1||2,2
1||2045591||1||2,2
1||2045591||1||3,2
1||2045591||1||4,2
1||2045591||1||5,1
1||2045591||1||6,2
1||2045598||1||1,1
1||2045598||1||2,1
1||2045598||1||3,1
1||2045608||1||1,2
1||2045608||1||3,1
1||2045608||1||4,1
1||2045608||1||5,2
1||2045608||1||6,1
1||2045608||1||7,4
1||2045608||1||8,1
1||2045608||1||9,1
1||2045608||1||10,1
1||2045608||1||11,4
1||2045608||1||12,4
1||2045608||1||13,2
1||2045608||1||14,6
1||2045608||1||19,1
1||2045608||1||20,2
1||2045608||1||21,2
1||2045608||1||22,2
1||2045608||1||23,1
1||2045608||1||24,1
1||2045608||1||25,2
1||2045608||1||26,2
1||2045609||1||1,3
1||2045632||1||1,2
1||2045639||1||1,2
1||2045646||1||1,1
1||2045647||1||1,1
1||2045658||1||1,1
1||2045662||1||2,30
1||2045662||1||3,2
1||2045671||1||1,1
1||2045671||1||2,1
1||2045671||1||3,1
1||2045671||1||4,1
1||2045671||1||5,1
1||2045673||1||1,1
1||2045673||1||2,1
1||2045673||1||5,1
1||2045673||1||6,2
1||2045673||1||7,2
1||2045673||1||8,1
1||2045673||1||9,2
1||2045673||1||10,1
1||2045677||1||4,1
1||2045709||1||1,6
1||2045709||1||3,3
1||2045728||1||1,2
1||2045728||1||2,2
1||2045732||1||1,1
1||2045732||1||2,4
1||2045732||1||3,1
1||2045732||1||4,2
1||2045732||1||5,3
1||2045732||1||6,3
1||2045732||1||7,3
1||2045737||1||3,1
1||2045737||1||5,6
1||2045744||1||1,1
1||2045745||1||1,1
1||2045745||1||2,1
1||2045765||1||1,1
1||2045765||1||2,2
1||2045765||1||3,2
1||2045765||1||4,2
1||2045765||1||5,2
1||2045765||1||6,2
1||2045778||1||2,18
1||2045778||1||3,10
1||2045778||1||4,2
1||2045785||1||1,1
1||2045790||1||1,1
1||2045792||1||1,2
1||2045792||1||2,2
1||2045792||1||4,1
1||2045792||1||5,10
1||2045792||1||6,4
1||2045792||1||7,4
1||2045792||1||8,4
1||2045802||1||1,4
1||2045802||1||2,1
1||2045802||1||3,1
1||2045820||1||1,1
1||2045820||1||3,1
1||2045820||1||4,1
1||2045820||1||5,1
1||2045820||1||6,1
1||2045820||1||8,1
1||2045836||1||1,1
1||2045845||1||1,5
1||2045845||1||2,1
1||2045845||1||3,6
1||2045848||1||1,10
1||2045853||1||1,1
1||2045859||1||1,1
1||2045863||1||1,1
1||2045879||1||1,1
1||2045879||1||2,1
1||2045885||1||1,1
1||2045887||1||1,1
1||2045887||1||2,1
1||2045889||1||1,1
1||2045893||1||1,4
1||2045899||1||1,1
1||2045899||1||2,1
1||2045899||1||3,1
1||2045899||1||4,1
1||2045899||1||5,1
1||2045899||1||6,1
1||2045899||1||7,1
1||2045899||1||8,1
1||2045899||1||10,1
1||2045899||1||11,1
1||2045899||1||12,-1
1||2045905||1||1,3
1||2045921||1||1,4
1||2045921||1||2,3.4
1||2045925||1||1,1
1||2045925||2||1,-1
1||2045939||1||1,50
1||2045939||1||2,3
1||2045940||1||1,1
1||2045943||1||1,1
1||2045943||1||3,1
1||2045944||1||1,1
1||2045944||1||2,1
1||2045944||1||3,2
1||2045963||1||1,1
1||2045963||1||2,1
1||2045965||1||1,1
1||2045976||1||1,2
1||2045976||1||2,1
1||2045976||1||3,2
1||2045976||1||4,1
1||2045976||2||4,1
1||2046004||1||2,1
1||2046004||2||1,2
1||2046004||2||2,1
1||2046029||1||1,4
1||2046059||1||1,6
1||2046063||1||1,2
1||2046065||1||1,3
1||2046065||1||2,10
1||2046067||1||1,1
1||2046067||2||1,-1
1||2046108||1||1,1
1||2046108||1||2,1
1||2046108||1||4,1
1||2046115||1||1,1
1||2046121||1||1,2
1||2046141||1||1,1
1||2046141||1||2,1
1||2046141||2||1,1
1||2046141||2||2,1
1||2046141||3||2,-1
1||2046141||4||2,-1
1||2046155||1||1,20
1||2046155||1||2,20
1||2046163||1||1,1
1||2046166||1||2,24
1||2046166||1||4,1
1||2046166||1||6,2
1||2046166||1||9,3
1||2046166||1||10,3
1||2046166||1||11,5
1||2046166||1||13,5
1||2046166||1||14,3
1||2046166||1||15,3
1||2046166||1||16,1
1||2046166||1||17,2
1||2046166||1||21,18
1||2046166||1||22,32
1||2046166||1||23,2
1||2046166||1||24,4
1||2046166||1||25,4
1||2046166||1||26,1
1||2046166||1||27,1
1||2046166||2||1,6
1||2046166||2||5,1
1||2046166||2||11,14
1||2046166||2||17,2
1||2046166||2||18,1
1||2046166||2||23,2
1||2046177||1||3,1
1||2046177||1||5,10
1||2046177||1||6,1
1||2046185||1||3,2
1||2046185||1||4,1
1||2046188||1||1,3
1||2046188||1||2,4
1||2046188||1||3,8
1||2046188||1||4,20
1||2046188||1||6,4
1||2046191||1||3,1
1||2046194||1||1,1
1||2046194||1||2,10
1||2046194||1||3,10
1||2046212||1||1,1
1||2046212||1||2,1
1||2046226||1||1,1
1||2046226||1||2,1
1||2046238||1||1,6
1||2046246||1||2,1
1||2046246||1||3,1
1||2046246||1||4,1
1||2046246||1||5,1
1||2046252||1||1,1
1||2046255||1||1,1
1||2046255||1||2,1
1||2046258||1||5,6
1||2046258||2||4,1
1||2046265||1||2,1
1||2046268||1||1,1
1||2046268||1||2,1
1||2046268||2||1,-1
1||2046273||1||4,1
1||2046273||2||3,1
1||2046277||1||1,2
1||2046277||1||7,2
1||2046277||1||8,2
1||2046277||1||9,2
1||2046289||1||1,1
1||2046292||1||1,4
1||2046300||1||1,1
1||2046303||1||1,1
1||2046312||1||1,1
1||2046314||1||1,1
1||2046314||1||2,1
1||2046314||1||3,1
1||2046338||1||1,4
1||2046344||1||2,2
1||2046344||1||3,2
1||2046344||1||4,1
1||2046344||1||5,1
1||2046344||1||6,1
1||2046344||1||7,1
1||2046344||1||8,10
1||2046344||1||9,10
1||2046344||1||10,10
1||2046347||1||1,3
1||2046347||1||6,1
1||2046347||1||8,3
1||2046362||1||3,1
1||2046362||2||2,1
1||2046362||3||3,-1
1||2046383||1||2,1
1||2046383||1||3,-1
1||2046383||1||4,16
1||2046385||1||2,2
1||2046415||1||1,4
1||2046415||1||2,6
1||2046415||2||1,2
1||2046415||4||4,6
1||2046415||4||5,6
1||2046415||4||6,12
1||2046415||4||7,12
1||2046417||1||1,4
1||2046426||1||1,1
1||2046430||1||1,10
1||2046440||1||2,1
1||2046448||1||1,1
1||2046454||1||1,2
1||2046458||1||1,1
1||2046462||1||3,1
1||2046494||1||1,2
1||2046506||1||3,1
1||2046506||1||4,17.24
1||2046511||1||1,10
1||2046511||1||2,10
1||2046511||2||3,10
1||2046511||2||4,1
1||2046512||1||1,1
1||2046512||1||2,2
1||2046533||1||1,3
1||2046535||1||1,1
1||2046535||1||2,2
1||2046535||1||3,1
1||2046537||1||1,3
1||2046537||2||1,2
1||2046540||1||1,1
1||2046540||1||2,2
1||2046540||1||3,4
1||2046543||1||1,1
1||2046543||1||4,1
1||2046543||1||5,1
1||2046558||1||1,3
1||2046574||1||1,20
1||2046574||1||2,2
1||2046574||1||3,1
1||2046576||1||1,1
1||2046599||1||1,2
1||2046619||1||1,1
1||2046646||1||1,5
1||2046652||1||1,2
1||2046654||1||1,1
1||2046654||1||2,1
1||2046654||1||3,1
1||2046657||1||4,1
1||2046662||1||1,10
1||2046674||1||1,6
1||2046677||1||1,10
1||2046679||1||1,1
1||2046680||1||2,3
1||2046682||1||2,1
1||2046684||1||6,2
1||2046684||2||3,1
1||2046684||2||4,1
1||2046684||2||5,1
1||2046684||2||9,2
1||2046685||1||1,1
1||2046685||1||2,15
1||2046685||1||3,1
1||2046685||1||4,-1
1||2046686||1||1,1
1||2046688||1||3,1
1||2046688||2||4,9
1||2046688||3||5,2
1||2046690||1||1,1
1||2046690||2||1,-1
1||2046697||1||1,24
1||2046697||1||2,4
1||2046697||2||3,2
1||2046697||2||4,2
1||2046705||1||1,1
1||2046709||1||1,1
1||2046714||1||1,2
1||2046715||1||1,10
1||2046715||1||2,30
1||2046717||1||1,2
1||2046717||1||3,1
1||2046717||1||4,1
1||2046730||1||1,10
1||2046730||1||2,10
1||2046746||1||1,3
1||2046765||1||1,2
1||2046765||2||1,1
1||2046765||3||1,1
1||2046773||1||1,1
1||2046774||1||1,2
1||2046783||1||1,2
1||2046783||1||2,1
1||2046784||1||1,10
1||2046784||1||2,30
1||2046784||1||3,5
1||2046786||1||4,1
1||2046788||1||1,2
1||2046788||1||2,1
1||2046788||1||3,15
1||2046800||1||1,1
1||2046802||1||2,2
1||2046811||1||1,1
1||2046811||1||2,1
1||2046811||1||3,1
1||2046811||1||4,1
1||2046811||1||5,1
1||2046811||1||6,1
1||2046811||1||7,2
1||2046819||1||2,2
1||2046828||1||1,1
1||2046830||1||1,6
1||2046830||1||2,10
1||2046838||1||1,5
1||2046854||1||1,1
1||2046882||1||1,1
1||2046887||1||1,1
1||2046887||1||2,1
1||2046889||1||1,1
1||2046889||2||1,-1
1||2046901||1||1,2
1||2046913||1||1,2
1||2046923||1||1,1
1||2046924||1||1,1
1||2046936||1||1,2
1||2046936||1||2,2
1||2046949||1||2,2
1||2046949||1||7,1
1||2046949||1||8,1
1||2046949||2||2,2
1||2046949||3||7,-1
1||2046955||1||1,4
1||2046955||2||1,3
1||2046955||3||1,3
1||2046958||1||1,2
1||2046962||1||1,1
1||2046962||1||2,2
1||2046962||1||3,2
1||2046969||1||1,2
1||2046969||1||2,2
1||2046991||1||1,2
1||2046995||1||1,2
1||2047009||1||2,42
1||2047011||1||3,1
1||2047011||1||4,2
1||2047011||1||5,1
1||2047011||1||6,1
1||2047011||1||7,1
1||2047011||2||8,1
1||2047056||1||1,4
1||2047086||1||1,1
1||2047093||1||1,1
1||2047102||1||1,1
1||2047102||1||2,1
1||2047102||1||3,1
1||2047102||1||4,1
1||2047102||1||5,1
1||2047102||1||6,1
1||2047102||1||7,17.18
1||2047115||1||1,2
1||2047115||1||2,2
1||2047115||1||3,2
1||2047115||1||4,2
1||2047115||1||5,1
1||2047115||1||6,1
1||2047115||1||7,2
1||2047120||1||1,1
1||2047126||1||1,1
1||2047141||1||1,1
1||2047144||1||1,1
1||2047144||1||2,6
1||2047153||1||1,30
1||2047164||1||1,2
1||2047164||1||2,2
1||2047167||1||1,10
1||2047175||1||1,4
1||2047178||1||1,1
1||2047178||1||2,4
1||2047196||1||3,1
1||2047224||1||1,1
1||2047224||1||2,4.285
1||2047224||1||3,3
1||2047227||1||1,1
1||2047227||1||3,2
1||2047227||1||4,1
1||2047227||2||1,-1
1||2047232||1||1,15
1||2047232||1||2,15
1||2047237||1||1,1
1||2047237||2||1,2
1||2047238||1||1,1
1||2047240||1||1,2
1||2047241||1||3,1
1||2047241||1||4,2
1||2047242||1||1,3
1||2047242||1||2,2
1||2047263||1||1,1
1||2047273||1||3,4
1||2047273||2||2,2
1||2047276||1||3,2
1||2047276||1||5,1
1||2047276||1||6,1
1||2047276||1||7,1
1||2047278||1||2,2
1||2047278||1||3,1
1||2047278||1||4,1
1||2047278||1||5,2
1||2047290||1||3,2
1||2047290||2||1,1
1||2047290||2||2,1
1||2047292||1||1,2
1||2047292||1||2,2
1||2047292||1||3,1
1||2047295||1||2,1
1||2047328||1||1,2
1||2047333||1||1,1
1||2047344||1||6,1
1||2047344||1||7,1
1||2047344||2||6,10
1||2047349||1||2,6
1||2047377||1||1,8
1||2047377||1||2,1
1||2047377||1||3,1
1||2047377||1||4,1
1||2047377||1||5,1
1||2047377||1||6,1
1||2047377||1||7,1
1||2047379||1||1,1
1||2047385||1||1,2
1||2047385||1||2,4
1||2047385||1||3,2
1||2047401||1||1,1
1||2047405||1||1,2
1||2047409||1||1,1
1||2047410||1||5,1
1||2047415||1||1,2
1||2047423||1||1,2
1||2047429||1||3,1
1||2047429||1||4,1
1||2047429||1||7,1
1||2047429||1||8,17.4
1||2047429||1||17,1
1||2047429||1||18,1
1||2047429||1||19,1
1||2047429||1||20,1
1||2047429||1||21,1
1||2047429||1||22,1
1||2047429||1||23,1
1||2047429||1||24,3
1||2047429||1||25,1
1||2047429||1||26,1
1||2047429||2||22,-1
1||2047429||3||20,-1
1||2047435||1||1,1
1||2047435||1||2,1
1||2047436||1||1,1
1||2047436||2||1,1
1||2047452||1||1,1
1||2047453||1||1,1
1||2047459||1||1,1
1||2047462||1||1,1
1||2047462||1||2,1
1||2047466||1||1,1
1||2047479||1||1,1
1||2047481||1||1,1
1||2047488||1||1,1
1||2047491||1||1,1
1||2047491||1||2,1
1||2047491||1||3,1
1||2047493||1||1,8
1||2047496||1||1,1
1||2047496||1||2,1
1||2047496||1||3,1
1||2047507||1||1,1
1||2047514||1||1,6
1||2047514||1||2,4
1||2047537||1||1,10
1||2047537||1||2,4
1||2047540||1||1,1
1||2047544||1||2,2
1||2047548||1||3,1
1||2047548||2||1,2
1||2047566||1||1,1
1||2047572||1||2,1
1||2047572||1||3,1
1||2047611||1||1,6
1||2047613||1||1,1
1||2047615||1||1,5
1||2047615||1||2,4.35
1||2047620||1||1,2
1||2047626||1||1,1
1||2047635||1||1,1
1||2047635||1||2,2
1||2047642||1||1,1
1||2047649||1||1,50
1||2047658||1||1,1
1||2047662||1||1,1
1||2047662||2||1,1
1||2047666||1||1,1
1||2047666||1||2,1
1||2047666||1||3,1
1||2047666||1||4,2
1||2047666||1||5,1
1||2047690||1||1,2
1||2047694||1||1,2
1||2047694||1||2,2
1||2047694||1||3,2
1||2047699||1||1,1
1||2047699||1||2,3
1||2047699||2||3,1
1||2047699||2||4,1
1||2047699||3||5,3
1||2047699||3||6,5
1||2047699||3||7,5
1||2047699||4||9,3
1||2047711||1||1,2
1||2047714||1||1,4
1||2047714||2||1,2
1||2047724||1||1,1
1||2047735||1||12,16
1||2047735||1||15,4
1||2047735||1||21,6
1||2047735||1||22,6
1||2047735||1||23,4
1||2047735||2||21,-6
1||2047735||2||23,-4
1||2047737||1||1,1
1||2047737||1||3,1
1||2047737||2||1,-1
1||2047740||1||1,1
1||2047740||1||2,1
1||2047752||1||1,1
1||2047752||1||2,1
1||2047752||1||3,1
1||2047761||1||1,1
1||2047761||1||2,1
1||2047761||1||3,1
1||2047761||1||4,1
1||2047761||1||5,1
1||2047761||1||6,1
1||2047762||1||1,2
1||2047762||1||2,1
1||2047762||1||3,1
1||2047762||1||4,1
1||2047762||1||5,1
1||2047762||1||6,1
1||2047762||1||7,1
1||2047762||1||8,2
1||2047762||1||9,36
1||2047762||1||10,1
1||2047769||1||1,1
1||2047769||2||2,1
1||2047784||1||1,1
1||2047784||1||2,1
1||2047797||1||1,10
1||2047800||1||1,1
1||2047800||1||2,1
1||2047812||1||2,1
1||2047812||1||3,1
1||2047812||1||4,1
1||2047812||1||5,1
1||2047812||1||6,1
1||2047812||1||7,1
1||2047812||1||8,1
1||2047812||1||9,1
1||2047812||1||10,1
1||2047812||1||11,17
1||2047812||2||9,-1
1||2047877||1||4,1
1||2047878||1||1,2
1||2047888||1||1,7
1||2047890||1||1,12
1||2047899||1||3,1
1||2047899||1||4,1
1||2047905||1||1,1
1||2047905||1||2,1
1||2047908||1||1,1
1||2047908||1||2,1
1||2047919||1||1,2
1||2047919||1||2,2
1||2047921||1||1,6
1||2047931||1||1,1
1||2047931||1||2,1
1||2047951||1||1,3
1||2047951||1||2,3
1||2047956||1||1,1
1||2047974||1||1,2
1||2047974||1||2,2
1||2047979||1||1,4
1||2047979||1||2,4
1||2047979||1||3,1
1||2047979||1||4,1
1||2047979||1||5,2.5
1||2047979||2||1,-4
1||2047979||2||2,-4
1||2047982||1||1,1
1||2047982||2||2,1
1||2047987||1||2,6
1||2047987||1||4,3
1||2047998||1||1,1
1||2048016||1||1,1
1||2048019||1||1,1
1||2048019||1||3,2
1||2048019||2||2,1
1||2048019||2||4,1
1||2048019||2||5,1
1||2048019||2||6,1
1||2048019||2||7,1
1||2048028||1||2,2
1||2048045||1||1,1
1||2048069||1||1,1
1||2048071||1||1,2
1||2048087||1||1,1
1||2048088||1||1,1
1||2048088||1||2,1
1||2048088||1||4,1
1||2048090||1||1,1
1||2048091||1||1,1
1||2048091||1||2,1
1||2048101||1||1,1
1||2048101||1||2,3
1||2048101||1||3,2
1||2048101||1||4,2
1||2048101||1||5,2
1||2048102||1||1,1
1||2048112||1||1,2
1||2048114||1||1,1
1||2048114||1||2,1
1||2048118||1||1,2
1||2048118||2||1,2
1||2048141||1||1,1
1||2048143||1||2,1
1||2048149||1||5,4
1||2048149||1||6,10
1||2048149||2||2,10
1||2048149||3||5,-4
1||2048171||1||1,1
1||2048175||1||3,6
1||2048175||1||4,1
1||2048175||1||5,1
1||2048175||1||6,4
1||2048175||1||7,4
1||2048175||2||4,1
1||2048175||2||5,1
1||2048180||1||1,1
1||2048180||1||3,1
1||2048180||1||7,1
1||2048180||2||1,-1
1||2048180||2||3,-1
1||2048180||2||7,-1
1||2048188||1||1,1
1||2048188||1||2,2
1||2048188||1||3,4
1||2048188||1||4,2
1||2048188||1||5,1
1||2048188||1||6,2
1||2048191||1||3,4
1||2048191||2||3,-4
1||2048192||1||1,1
1||2048192||1||2,2
1||2048206||1||1,1
1||2048206||1||3,1
1||2048206||1||4,4
1||2048206||1||5,2
1||2048206||2||3,1
1||2048214||1||1,1
1||2048214||1||2,1
1||2048214||1||4,1
1||2048226||3||1,1
1||2048226||4||3,20
1||2048226||5||2,1
1||2048234||1||2,1
1||2048234||1||5,10
1||2048239||1||1,1
1||2048261||1||1,1
1||2048261||1||2,1
1||2048272||1||1,1
1||2048277||1||1,1
1||2048285||1||1,1
1||2048289||1||1,6
1||2048289||1||2,6
1||2048289||2||2,6
1||2048292||1||1,4
1||2048292||1||2,4
1||2048292||1||3,1
1||2048300||1||1,1
1||2048300||1||2,2
1||2048300||1||3,2
1||2048300||1||4,2
1||2048300||1||5,2
1||2048300||1||6,2
1||2048300||1||7,1
1||2048300||1||8,1
1||2048300||1||9,1
1||2048300||1||10,4
1||2048303||1||1,48
1||2048308||1||1,1
1||2048328||1||1,1
1||2048328||1||3,2
1||2048328||1||7,2
1||2048328||1||8,2
1||2048328||1||9,1
1||2048328||1||10,1
1||2048328||1||11,1
1||2048328||1||12,1
1||2048328||1||13,2
1||2048328||2||1,1
1||2048341||1||1,30
1||2048344||1||1,2
1||2048348||1||8,1
1||2048348||1||9,1
1||2048348||1||10,2
1||2048357||1||1,1
1||2048365||1||1,2
1||2048381||1||1,4
1||2048382||1||1,1
1||2048392||1||1,1
1||2048396||1||1,2
1||2048398||1||1,2
1||2048400||1||1,1
1||2048407||1||1,2
1||2048409||1||1,1
1||2048409||1||2,150
1||2048410||1||1,1
1||2048418||1||3,2
1||2048462||1||1,1
1||2048467||1||1,1
1||2048467||1||2,1
1||2048469||1||2,10
1||2048469||1||3,10
1||2048470||1||1,4
1||2048473||1||3,2
1||2048473||1||4,2
1||2048473||1||5,2
1||2048481||1||1,1
1||2048486||1||1,1
1||2048486||1||2,1
1||2048487||1||1,1
1||2048488||1||1,2
1||2048503||1||1,1
1||2048513||1||1,1
1||2048513||1||2,1
1||2048513||1||3,2
1||2048513||1||4,1
1||2048520||1||1,1
1||2048520||1||2,10
1||2048520||1||5,10
1||2048520||1||6,1
1||2048535||1||2,1
1||2048538||1||1,1
1||2048547||1||6,1
1||2048547||1||7,1
1||2048547||1||13,10
1||2048549||1||1,1
1||2048550||1||1,3
1||2048557||1||3,6
1||2048557||1||4,2
1||2048557||1||5,4
1||2048557||1||6,12
1||2048557||2||4,1
1||2048568||1||1,2
1||2048568||1||5,2
1||2048568||1||9,1
1||2048568||1||11,1
1||2048568||1||12,12
1||2048568||1||14,1
1||2048568||1||15,5
1||2048568||1||16,2
1||2048568||2||11,1
1||2048568||2||19,1
1||2048568||3||22,2
1||2048568||3||23,1
1||2048572||1||1,1
1||2048575||1||1,1
